sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
土城,新北市,51,細懸浮微粒,普通,1.5,0.24,54.4,44.1,25,16,4.6,4.8,0.2,0.8,207,2024-06-05 00:00,,0.3,15.5,29,1,121.451861,24.982528,5
新店,新北市,51,細懸浮微粒,普通,1.3,0.2,58,51.9,26,16,3.8,4.3,0.5,2.6,125,2024-06-05 00:00,,0.2,15.5,25,1,121.537778,24.977222,4
萬里,新北市,32,,良好,5,0.18,49.7,35.4,21,9,8,9,1,0.8,188,2024-06-05 00:00,,0.2,8.6,24,1,121.689881,25.179667,3
汐止,新北市,43,,良好,1,0.16,51.1,46.5,22,10,5.9,6.5,0.6,1.4,15,2024-06-05 00:00,,0.2,10,22,1,121.64081,25.06624,2
基隆,基隆市,43,,良好,1.2,0.17,54.1,46.4,27,9,2.4,3,0.5,1.1,71,2024-06-05 00:00,,0.2,8.9,23,1,121.760056,25.129167,1
屏東(枋山),屏東縣,58,臭氧八小時,普通,0.2,0.15,67.9,57.0,23,11,1.3,1.1,0,4.1,70,2024-06-04 23:00,,0.1,5.9,18,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,44,,良好,0,0.46,36.8,41.4,22,17,8.4,8.8,0.4,0.4,92,2024-06-04 23:00,,0.4,13.4,23,0,120.65525382,24.39017512,312
新北(樹林),新北市,54,細懸浮微粒,普通,0.5,0.43,22,24.1,30,18,21.4,23.2,1.8,0,114,2024-06-04 23:00,,0.4,16.7,29,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,44,,良好,0.6,0.22,37.5,48.1,10,9,4.4,4.6,0.2,1.2,334,2024-06-04 23:00,,0.2,12.5,17,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,44,,良好,0.2,0.2,47.5,48.1,13,11,5.8,6,0.1,0.2,125,2024-06-04 23:00,,0.1,7.3,15,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,38,,良好,1.2,0.2,34.7,41.8,8,7,5.3,6.1,0.8,1.2,75,2024-06-04 23:00,,0.1,6.3,11,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,55,細懸浮微粒,普通,1.1,0.25,48.2,55.3,19,10,5.4,5.7,0.3,0.3,56,2024-06-04 23:00,,0.3,17,30,1,120.56373,23.96117,201
大城,彰化縣,90,臭氧八小時,普通,1.1,0.16,52.3,67.5,20,10,1.6,3.3,1.6,1.6,119,2024-06-04 23:00,,0.1,12.6,23,2,120.26964167,23.85493056,85
富貴角,新北市,61,臭氧八小時,普通,0.3,0.13,57.1,58.1,27,14,0.9,0.9,0,8.6,96,2024-06-04 23:00,,0.1,10.5,27,0,121.53656894,25.29681695,84
麥寮,雲林縣,64,臭氧八小時,普通,1.2,0.22,46.7,59.3,12,12,5.3,7.3,1.9,1.6,119,2024-06-04 23:00,,0.2,11.8,20,2,120.251825,23.753506,83
關山,臺東縣,36,,良好,0.8,0.18,27.7,39.6,26,15,3.8,4.1,0.2,0.7,236,2024-06-04 23:00,,0.1,10.6,23,0,121.161933,23.045083,80
馬公,澎湖縣,87,臭氧八小時,普通,1.4,0.2,62.5,66.9,29,16,4.4,4.7,0.2,0.4,24,2024-06-04 23:00,,0.1,12.3,32,1,119.566158,23.569031,78
金門,金門縣,46,,良好,1.5,0.26,32.5,43.7,22,16,16.6,18,1.3,3.1,322,2024-06-04 23:00,,0.2,14.2,19,2,118.312256,24.432133,77
馬祖,連江縣,71,臭氧八小時,普通,1.6,0.24,54.5,61.6,23,12,5.1,6,0.8,2.9,337,2024-06-04 23:00,,0.2,13.6,24,1,119.93149378,26.15188416,75
埔里,南投縣,40,,良好,1,0.2,40.7,39.8,6,11,2.2,3.3,1.1,0.3,72,2024-06-04 23:00,,0.2,12.2,17,1,120.967903,23.968842,72
復興,高雄市,38,,良好,1,0.34,35.1,41.0,13,3,9,9.8,0.7,0.3,137,2024-06-04 23:00,,0.4,5.5,14,1,120.312017,22.608711,71
永和,新北市,40,,良好,0.9,0.3,49.6,42.7,21,10,8,9.3,1.2,1.3,82,2024-06-04 23:00,,0.4,12.3,21,1,121.516306,25.017,70
竹山,南投縣,48,,良好,0.9,0.17,54.5,51.8,8,14,3.5,3.8,0.3,0.5,268,2024-06-04 23:00,,0.1,14.9,18,1,120.677306,23.756389,69
中壢,桃園市,55,二氧化氮,普通,1.7,0.96,14.3,14.3,28,17,37.4,45,7.6,0.2,234,2024-06-04 23:00,,1.5,16.3,32,1,121.221667,24.953278,68
三重,新北市,42,,良好,0.7,0.57,28.7,22.3,24,11,25.7,36.2,10.4,-,-,2024-06-04 23:00,,0.8,12.8,27,1,121.493806,25.072611,67
冬山,宜蘭縣,38,,良好,0.7,0.21,21.3,30.5,32,12,5.1,5.2,0,0.7,264,2024-06-04 23:00,,0.2,11.6,34,0,121.792928,24.632203,66
宜蘭,宜蘭縣,37,,良好,1.2,0.32,23.5,25.3,29,10,7.9,9.1,1.2,0.9,203,2024-06-04 23:00,,0.3,11.5,25,1,121.746394,24.747917,65
陽明,臺北市,84,臭氧八小時,普通,2.2,0.16,54.8,65.6,18,8,1.6,2.5,0.8,3.5,180,2024-06-04 23:00,,0.1,8.2,22,1,121.529583,25.182722,64
花蓮,花蓮縣,43,,良好,1.1,0.28,39.4,46.9,22,12,5.9,6.5,0.5,1.4,216,2024-06-04 23:00,,0.2,9.9,26,0,121.599769,23.971306,63
臺東,臺東縣,43,,良好,1.2,0.17,39.6,46.5,24,9,2.6,3.9,1.3,0.2,314,2024-06-04 23:00,,0.1,8.8,29,1,121.15045,22.755358,62
恆春,屏東縣,51,臭氧八小時,普通,0.4,0.15,57.2,55.5,18,10,0.5,0.7,0.2,7.4,34,2024-06-04 23:00,,0.1,10.1,21,0,120.788928,21.958069,61
潮州,屏東縣,36,,良好,0.8,0.18,28.8,39.2,20,6,2.4,2.8,0.4,0.8,360,2024-06-04 23:00,,0.2,9.4,24,1,120.561175,22.523108,60
屏東,屏東縣,43,,良好,1.1,0.22,37.6,46.8,12,5,6.1,6.8,0.7,1.7,359,2024-06-04 23:00,,0.2,11,23,1,120.488033,22.673081,59
小港,高雄市,37,,良好,0.6,0.23,34.9,40.9,10,6,9,9.4,0.4,0.7,39,2024-06-04 23:00,,0.2,10.6,16,1,120.337736,22.565833,58
前鎮,高雄市,36,,良好,0.6,0.36,28.8,39.5,10,4,13.4,15.2,1.8,1.1,11,2024-06-04 23:00,,0.3,7.7,15,1,120.30833356,22.6044507,57
前金,高雄市,41,,良好,0.4,0.29,33.3,44.1,10,2,9.7,10.3,0.6,1.6,350,2024-06-04 23:00,,0.2,4.7,12,0,120.28676111,22.63390278,56
左營,高雄市,40,,良好,0.4,0.27,32.5,43.5,12,7,10.6,11.3,0.7,1,353,2024-06-04 23:00,,0.2,11,14,0,120.292917,22.674861,54
楠梓,高雄市,38,,良好,0.6,0.22,32.4,41.5,13,3,9.1,10,0.8,0.7,71,2024-06-04 23:00,,0.2,9.4,17,1,120.328289,22.733667,53
林園,高雄市,42,,良好,0.4,0.18,36.8,45.6,17,6,3.1,3.7,0.6,0.8,43,2024-06-04 23:00,,0.2,10.3,24,0,120.41175,22.4795,52
大寮,高雄市,32,,良好,1.4,0.22,28.1,35.1,22,4,9.3,10.5,1.1,1.4,49,2024-06-04 23:00,,0.2,10,21,2,120.425311,22.56413611,51
鳳山,高雄市,36,,良好,0.9,0.27,37.1,39.4,13,1,5.5,6.5,0.9,0.3,64,2024-06-04 23:00,,0.4,7.3,18,1,120.357422,22.628126,50
仁武,高雄市,39,,良好,0.7,0.23,35.8,42.6,6,3,7.2,7.9,0.7,1.9,13,2024-06-04 23:00,,0.2,9,13,1,120.332631,22.689056,49
橋頭,高雄市,38,,良好,1.1,0.19,34.6,41.9,11,4,6.6,7.2,0.5,1.4,49,2024-06-04 23:00,,0.2,9,13,1,120.305689,22.757506,48
美濃,高雄市,45,,良好,0.8,0.19,41.7,49.4,10,0,2.8,3.4,0.5,0.9,49,2024-06-04 23:00,,0.2,6.1,13,0,120.530542,22.883583,47
臺南,臺南市,21,,良好,0.3,0.26,43,,8,4,10.5,10.9,0.4,0.7,49,2024-06-04 23:00,,0.2,6.4,12,1,120.21947897,22.98928311,46
安南,臺南市,44,,良好,1,0.23,47.5,47.3,11,6,5.4,5.6,0.2,0.9,41,2024-06-04 23:00,,0.2,6.4,15,1,120.2175,23.048197,45
善化,臺南市,43,,良好,0.8,0.23,49.1,47.0,9,8,3.2,3.8,0.6,0.3,98,2024-06-04 23:00,,0.1,9.4,11,1,120.29740529,23.11337642,44
新營,臺南市,50,,良好,0.5,0.22,53.4,54.6,12,6,4.9,5.3,0.4,0.3,86,2024-06-04 23:00,,0.2,5.7,17,1,120.31725,23.305633,43
嘉義,嘉義市,50,,良好,1.6,0.21,47.2,54.6,7,6,5.2,6.3,1,1.1,104,2024-06-04 23:00,,0.2,7.5,13,2,120.44125148,23.46477865,42
臺西,雲林縣,67,臭氧八小時,普通,0.8,0.19,49.8,60.2,18,8,2.7,3.7,1,2,117,2024-06-04 23:00,,0.2,8.4,22,1,120.19933333,23.702175,41
朴子,嘉義縣,54,臭氧八小時,普通,1.5,0.23,53.4,56.5,8,6,3.7,5.9,2.2,0.3,98,2024-06-04 23:00,,0.2,6.3,13,1,120.2478,23.46538,40
新港,嘉義縣,61,臭氧八小時,普通,1.6,0.2,56.4,58.8,17,12,4.1,5.5,1.3,0.2,101,2024-06-04 23:00,,0.1,14.2,34,1,120.345531,23.554839,39
崙背,雲林縣,54,臭氧八小時,普通,0.1,0.19,44.7,56.2,20,12,3.7,5.1,1.3,0.6,100,2024-06-04 23:00,,0.2,15.2,24,0,120.348742,23.757547,38
斗六,雲林縣,51,細懸浮微粒,普通,1.2,0.29,54,55.5,22,17,7.6,8.9,1.3,0.2,30,2024-06-04 23:00,,0.2,15.7,22,1,120.544994,23.711853,37
南投,南投縣,47,,良好,0.7,0.22,38.5,49.2,23,19,5.2,6.3,1,0.4,162,2024-06-04 23:00,,0.2,14.5,27,0,120.685306,23.913,36
二林,彰化縣,77,臭氧八小時,普通,0.6,0.2,51.1,63.6,18,10,3,3.9,0.8,1.1,156,2024-06-04 23:00,,0.2,18.6,35,1,120.409653,23.925175,35
線西,彰化縣,74,臭氧八小時,普通,1,0.21,55.8,63.0,18,8,4.4,5,0.6,2.4,189,2024-06-04 23:00,,0.2,17.5,36,1,120.469061,24.131672,34
彰化,彰化縣,74,臭氧八小時,普通,0.8,0.22,50.6,62.0,21,13,4.8,5.8,1,2,202,2024-06-04 23:00,,0.2,16.5,32,1,120.541519,24.066,33
西屯,臺中市,53,細懸浮微粒,普通,1,0.29,43,54.5,27,19,13.3,15.2,1.8,0.9,175,2024-06-04 23:00,,0.2,16.5,29,1,120.616917,24.162197,32
忠明,臺中市,48,,良好,1.1,0.31,52,52.5,20,17,7.1,8,0.9,1.2,191,2024-06-04 23:00,,0.3,13.9,23,1,120.641092,24.151958,31
大里,臺中市,58,細懸浮微粒,普通,1.1,0.27,50.2,50.3,24,19,6.4,6.9,0.4,1.2,278,2024-06-04 23:00,,0.3,18.5,27,1,120.67844444,24.09961111,30
沙鹿,臺中市,54,臭氧八小時,普通,,0.31,45,56.9,19,9,8.6,8.7,0,2.1,171,2024-06-04 23:00,,0.3,16,32,1,120.568794,24.225628,29
豐原,臺中市,54,細懸浮微粒,普通,1,0.26,44.6,47.1,23,17,5.6,6,0.4,1.8,200,2024-06-04 23:00,,0.2,16.9,26,1,120.74252414,24.25699731,28
三義,苗栗縣,50,,良好,0.9,0.28,33.3,41.3,16,11,5.1,6.2,1,1.1,222,2024-06-04 23:00,,0.2,15.4,25,1,120.75956754,24.38248443,27
苗栗,苗栗縣,28,,良好,1,0.25,25.7,21.3,17,7,6.9,7.9,1,2,212,2024-06-04 23:00,,0.3,8.5,15,1,120.82011468,24.56499183,26
頭份,苗栗縣,32,,良好,1.6,0.41,20.1,22.9,20,9,15.9,17.3,1.3,0.3,354,2024-06-04 23:00,,0.3,9.9,19,1,120.89869286,24.69690679,25
新竹,新竹市,37,,良好,1.6,0.54,12.6,19.9,14,8,22.5,22.9,0.3,0.3,74,2024-06-04 23:00,,0.4,11.5,20,1,120.97236752,24.8056356,24
竹東,新竹縣,32,,良好,0.8,0.36,15.5,18.2,23,10,10.2,11.1,0.9,0.2,122,2024-06-04 23:00,,0.3,10,21,1,121.08895493,24.74091408,23
湖口,新竹縣,65,細懸浮微粒,普通,2.2,0.47,17.1,28.1,36,25,23.4,24.3,0.9,0.2,76,2024-06-04 23:00,,0.4,21.2,37,2,121.03886894,24.90009696,22
龍潭,桃園市,56,細懸浮微粒,普通,1.5,0.45,28.8,32.8,33,17,20.8,21.9,1.1,0.8,302,2024-06-04 23:00,,0.4,17.7,33,1,121.21645772,24.86400048,21
平鎮,桃園市,55,二氧化氮,普通,1.1,0.59,17.2,37.6,28,18,37.9,41.3,3.4,0.4,256,2024-06-04 23:00,,0.5,14,30,1,121.203986,24.952786,20
觀音,桃園市,46,,良好,2.1,0.27,35.4,37.1,29,13,14.6,15.5,0.8,0.3,105,2024-06-04 23:00,,0.2,14.3,29,1,121.08283092,25.03556747,19
大園,桃園市,38,,良好,2.3,0.3,39.2,35.8,27,14,17.9,18.9,0.9,0.6,135,2024-06-04 23:00,,0.3,11.7,27,1,121.20251473,25.06100357,18
桃園,桃園市,41,,良好,1.7,0.34,45.6,40.8,28,14,11.4,11.8,0.4,1,204,2024-06-04 23:00,,0.4,12.5,26,1,121.30500531,24.9947107,17
大同,臺北市,63,細懸浮微粒,普通,0.4,0.58,26.9,18.8,40,21,23.9,34.2,10.2,-,-,2024-06-04 23:00,,0.9,20.2,40,0,121.51342074,25.06331455,16
松山,臺北市,46,,良好,1.7,0.24,42,31.5,27,14,13,13.9,0.9,1.6,45,2024-06-04 23:00,,0.3,14.2,29,1,121.578611,25.05,15
古亭,臺北市,41,,良好,1.3,0.18,53.2,44.9,25,10,4.9,5.3,0.4,2.1,60,2024-06-04 23:00,,0.2,11.1,23,1,121.529556,25.020608,14
萬華,臺北市,45,,良好,0.8,0.33,39.3,35.5,31,14,17.6,18.5,0.8,2.5,85,2024-06-04 23:00,,0.3,13.8,28,0,121.507972,25.046503,13
中山,臺北市,37,,良好,0.4,0.32,38.6,33.6,30,10,14.2,15.2,1,1.8,104,2024-06-04 23:00,,0.4,11.5,27,0,121.526528,25.062361,12
士林,臺北市,44,,良好,0.9,0.18,52.3,48.2,19,12,4.1,4.6,0.5,1.1,65,2024-06-04 23:00,,0.2,12.7,24,1,121.51666356,25.10334003,11
淡水,新北市,71,臭氧八小時,普通,1.1,0.17,58.3,61.0,32,12,2.4,2.8,0.4,4.9,150,2024-06-04 23:00,,0.1,11,33,1,121.449239,25.1645,10
林口,新北市,40,,良好,0.7,0.22,47.5,43.6,25,10,7.1,7.7,0.5,3,100,2024-06-04 23:00,,0.2,8.9,23,0,121.36548982,25.07798949,9
菜寮,新北市,40,,良好,1.2,0.27,46.7,43.8,24,10,9.4,10,0.5,2.3,80,2024-06-04 23:00,,0.3,8.6,25,1,121.481028,25.06895,8
新莊,新北市,40,,良好,0.4,0.31,40.8,39.4,27,15,13,13.2,0.2,3,61,2024-06-04 23:00,,0.3,12.2,25,0,121.4325,25.037972,7
板橋,新北市,35,,良好,0.6,0.32,46.8,38.6,30,10,12.6,13.4,0.8,2.1,46,2024-06-04 23:00,,0.4,8.7,27,0,121.458667,25.012972,6
土城,新北市,49,,良好,1.5,0.24,55.8,42.6,34,15,5.7,5.8,0.1,1.4,6,2024-06-04 23:00,,0.3,15.2,30,1,121.451861,24.982528,5
新店,新北市,48,,良好,1.3,0.2,57.8,50.9,29,18,5.1,5.6,0.5,3.1,130,2024-06-04 23:00,,0.2,14.9,25,1,121.537778,24.977222,4
萬里,新北市,33,,良好,4.9,0.18,44.6,36.3,26,9,9.5,10.8,1.2,0.8,166,2024-06-04 23:00,,0.2,9.1,24,1,121.689881,25.179667,3
汐止,新北市,42,,良好,1.1,0.15,52.3,45.8,21,12,6,6.8,0.8,1.6,34,2024-06-04 23:00,,0.2,9.8,22,1,121.64081,25.06624,2
基隆,基隆市,40,,良好,1.2,0.18,51.7,43.6,24,9,3.2,3.7,0.5,2.2,83,2024-06-04 23:00,,0.2,9.4,22,1,121.760056,25.129167,1
屏東(枋山),屏東縣,51,臭氧八小時,普通,0.1,0.14,61.9,55.1,15,4,1.5,1.4,0,5.6,86,2024-06-04 22:00,,0.1,5,17,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,44,,良好,0,0.45,43.2,42.0,20,16,8.9,9.3,0.3,0.6,122,2024-06-04 22:00,,0.4,13.7,26,0,120.65525382,24.39017512,312
新北(樹林),新北市,53,細懸浮微粒,普通,0.7,0.38,30.8,24.1,29,15,21.2,23.2,2,0.2,201,2024-06-04 22:00,,0.4,16.4,29,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,46,,良好,0.8,0.22,43,50.1,7,11,5,5.2,0.1,1.9,330,2024-06-04 22:00,,0.2,13.3,20,0,120.37722,22.35222,204
臺南（麻豆）,臺南市,45,,良好,0.2,0.19,51.8,49.1,12,4,5,5.3,0.3,0.2,53,2024-06-04 22:00,,0.1,6.5,16,0,120.24583056,23.17904722,203
高雄（湖內）,高雄市,41,,良好,1.1,0.22,32.5,44.3,10,8,6.1,7,0.9,1.2,72,2024-06-04 22:00,,0.1,6.1,12,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,63,細懸浮微粒,普通,1.1,0.26,53.3,57.2,16,11,6.6,6.8,0.2,0.4,67,2024-06-04 22:00,,0.3,20.2,34,1,120.56373,23.96117,201
大城,彰化縣,101,臭氧八小時,對敏感族群不健康,1.2,0.16,50.6,71.8,13,10,2.6,4.1,1.4,0.5,224,2024-06-04 22:00,,0.1,13.3,25,2,120.26964167,23.85493056,85
富貴角,新北市,61,臭氧八小時,普通,0.3,0.13,57.2,58.6,29,11,1.1,1.2,0,8.6,95,2024-06-04 22:00,,0.1,9.5,27,0,121.53656894,25.29681695,84
麥寮,雲林縣,71,臭氧八小時,普通,1.2,0.24,45.1,61.1,14,11,5.5,7.5,1.9,1.7,149,2024-06-04 22:00,,0.2,12.1,22,2,120.251825,23.753506,83
關山,臺東縣,39,,良好,0.8,0.2,30.9,42.0,29,14,3.5,3.7,0.2,0.6,68,2024-06-04 22:00,,0.1,9.6,23,0,121.161933,23.045083,80
馬公,澎湖縣,93,臭氧八小時,普通,1.3,0.2,63.9,68.0,24,11,4.4,4.6,0.2,0.9,1,2024-06-04 22:00,,0.1,11.2,31,1,119.566158,23.569031,78
金門,金門縣,44,,良好,1.5,0.24,38.1,46.9,12,17,10,11,0.9,2.1,336,2024-06-04 22:00,,0.2,13.4,18,2,118.312256,24.432133,77
馬祖,連江縣,74,臭氧八小時,普通,1.3,0.2,61.9,62.1,23,16,3.6,4.4,0.8,1.4,329,2024-06-04 22:00,,0.2,13.8,26,1,119.93149378,26.15188416,75
埔里,南投縣,41,,良好,1.2,0.22,42.8,40.4,17,15,2.9,3.8,0.8,0.3,282,2024-06-04 22:00,,0.2,12.7,20,1,120.967903,23.968842,72
復興,高雄市,41,,良好,1.1,0.4,35.3,45.0,8,2,11,12.6,1.5,0.9,121,2024-06-04 22:00,,0.4,6.2,16,1,120.312017,22.608711,71
永和,新北市,42,,良好,1,0.3,48,41.7,23,12,9.1,10.3,1.1,2.4,88,2024-06-04 22:00,,0.4,12.9,21,1,121.516306,25.017,70
竹山,南投縣,52,細懸浮微粒,普通,0.9,0.18,52.3,52.1,11,14,3.9,4.2,0.2,0.3,256,2024-06-04 22:00,,0.1,16.1,22,1,120.677306,23.756389,69
中壢,桃園市,59,二氧化氮,普通,2,1.37,14.6,14.9,32,14,42.4,61.2,18.8,0.2,279,2024-06-04 22:00,,1.5,16.5,34,1,121.221667,24.953278,68
三重,新北市,48,,良好,1.1,0.69,24,20.9,24,10,29.5,49.6,20.1,-,-,2024-06-04 22:00,,0.8,13.2,27,1,121.493806,25.072611,67
冬山,宜蘭縣,38,,良好,0.6,0.22,24,34.1,38,13,5.1,5.2,0,0.4,232,2024-06-04 22:00,,0.2,11.8,34,0,121.792928,24.632203,66
宜蘭,宜蘭縣,36,,良好,1.3,0.34,24.1,,26,19,8,9.3,1.3,0.3,174,2024-06-04 22:00,,0.2,11.1,24,1,121.746394,24.747917,65
陽明,臺北市,87,臭氧八小時,普通,2.1,0.16,58,66.3,22,7,1.4,2.2,0.7,3.7,180,2024-06-04 22:00,,0.1,8.5,23,1,121.529583,25.182722,64
花蓮,花蓮縣,45,,良好,1.1,0.35,33.2,49.6,27,15,8.2,8.6,0.4,1.3,218,2024-06-04 22:00,,0.2,9.2,27,0,121.599769,23.971306,63
臺東,臺東縣,44,,良好,1.2,0.2,37.2,48.0,30,11,3.8,5.3,1.5,0.3,311,2024-06-04 22:00,,0.2,8.7,30,1,121.15045,22.755358,62
恆春,屏東縣,51,臭氧八小時,普通,0.4,0.15,59.1,55.0,18,9,0.5,0.8,0.2,9.7,38,2024-06-04 22:00,,0.1,10.3,22,0,120.788928,21.958069,61
潮州,屏東縣,37,,良好,0.8,0.15,33.2,40.9,16,4,2.3,2.4,0.1,1.3,81,2024-06-04 22:00,,0.2,11.1,25,1,120.561175,22.523108,60
屏東,屏東縣,49,,良好,1.1,0.25,36.1,53.2,16,6,7.4,8.3,0.8,2.1,0,2024-06-04 22:00,,0.2,12.2,24,1,120.488033,22.673081,59
小港,高雄市,40,,良好,0.6,0.23,36.4,43.9,7,6,10.4,10.8,0.4,1.4,68,2024-06-04 22:00,,0.2,11.5,18,1,120.337736,22.565833,58
前鎮,高雄市,41,,良好,0.5,0.38,31.1,44.2,9,6,14.4,16.6,2.2,0.4,359,2024-06-04 22:00,,0.3,8.7,17,1,120.30833356,22.6044507,57
前金,高雄市,44,,良好,0.6,0.32,34.5,48.5,8,2,11.4,12,0.6,1.5,25,2024-06-04 22:00,,0.2,5.4,13,0,120.28676111,22.63390278,56
左營,高雄市,44,,良好,0.6,0.29,33.8,47.8,6,10,14.2,15,0.8,0.9,51,2024-06-04 22:00,,0.2,11.8,15,0,120.292917,22.674861,54
楠梓,高雄市,42,,良好,0.8,0.22,34.9,45.5,9,6,10.3,11.3,1,2,99,2024-06-04 22:00,,0.2,11,18,1,120.328289,22.733667,53
林園,高雄市,44,,良好,0.5,0.2,37.8,48,13,8,4.9,5.6,0.7,1.8,22,2024-06-04 22:00,,0.2,11.7,27,0,120.41175,22.4795,52
大寮,高雄市,39,,良好,1.6,0.2,35.5,38.6,9,6,6,7.3,1.3,1.3,56,2024-06-04 22:00,,0.2,11.9,23,2,120.425311,22.56413611,51
鳳山,高雄市,38,,良好,1,0.25,38.4,41.9,9,3,6,7.1,1,0.4,89,2024-06-04 22:00,,0.4,9.2,20,1,120.357422,22.628126,50
仁武,高雄市,43,,良好,0.7,0.21,40.5,46.4,6,5,6.2,7.1,0.8,1.8,75,2024-06-04 22:00,,0.2,11.2,16,1,120.332631,22.689056,49
橋頭,高雄市,42,,良好,1.3,0.19,36.4,45.3,7,7,7.1,7.6,0.5,2.2,80,2024-06-04 22:00,,0.2,9.9,14,1,120.305689,22.757506,48
美濃,高雄市,49,,良好,0.8,0.19,45.8,53.3,0,2,2.8,3.4,0.6,1.1,16,2024-06-04 22:00,,0.2,7.2,13,0,120.530542,22.883583,47
臺南,臺南市,22,,良好,0.3,0.37,35,,8,4,10.7,11.6,0.8,1.1,29,2024-06-04 22:00,,0.2,6.9,13,1,120.21947897,22.98928311,46
安南,臺南市,44,,良好,1,0.27,41.1,48.6,12,4,5.7,5.8,0.1,1.4,335,2024-06-04 22:00,,0.2,6.5,15,1,120.2175,23.048197,45
善化,臺南市,44,,良好,1.1,0.17,48.4,47.9,6,8,3.4,4.1,0.7,0.4,120,2024-06-04 22:00,,0.1,10.2,13,1,120.29740529,23.11337642,44
新營,臺南市,51,臭氧八小時,普通,0.5,0.21,57.7,55.4,16,4,4.9,5.4,0.5,0.3,35,2024-06-04 22:00,,0.2,5.7,18,1,120.31725,23.305633,43
嘉義,嘉義市,54,臭氧八小時,普通,1.6,0.22,54.9,56.2,9,8,5.2,6.1,0.8,0.7,18,2024-06-04 22:00,,0.2,8.9,15,2,120.44125148,23.46477865,42
臺西,雲林縣,77,臭氧八小時,普通,0.7,0.2,43.1,63.4,21,10,3.1,4,0.9,1,103,2024-06-04 22:00,,0.2,8.5,23,1,120.19933333,23.702175,41
朴子,嘉義縣,58,臭氧八小時,普通,1.4,0.22,51,57.1,6,6,5.2,8.4,3.1,0.8,104,2024-06-04 22:00,,0.2,6,14,1,120.2478,23.46538,40
新港,嘉義縣,61,臭氧八小時,普通,1.7,0.21,55.3,59.0,10,10,4.4,5.9,1.4,0.2,113,2024-06-04 22:00,,0.1,15.4,41,1,120.345531,23.554839,39
崙背,雲林縣,58,臭氧八小時,普通,0.2,0.19,42.9,57.4,21,13,4.1,5.6,1.4,0.6,96,2024-06-04 22:00,,0.2,15.9,25,0,120.348742,23.757547,38
斗六,雲林縣,54,臭氧八小時,普通,1.3,0.29,58.1,56.0,21,21,7.9,9.1,1.2,0.2,291,2024-06-04 22:00,,0.2,15.7,24,1,120.544994,23.711853,37
南投,南投縣,47,,良好,0.7,0.24,46.5,51.4,22,15,5.7,6.6,0.8,0.5,144,2024-06-04 22:00,,0.2,13.4,28,0,120.685306,23.913,36
二林,彰化縣,84,臭氧八小時,普通,0.5,0.2,50.2,65.6,24,12,3.6,4.3,0.7,1.4,150,2024-06-04 22:00,,0.2,22.3,41,1,120.409653,23.925175,35
線西,彰化縣,87,臭氧八小時,普通,1,0.22,56.3,66.2,28,19,6.2,7.3,1,2.2,184,2024-06-04 22:00,,0.2,19.6,42,1,120.469061,24.131672,34
彰化,彰化縣,84,臭氧八小時,普通,1.1,0.27,50.9,65.1,27,19,6.8,7.9,1.1,1.2,211,2024-06-04 22:00,,0.2,17.5,35,1,120.541519,24.066,33
西屯,臺中市,58,臭氧八小時,普通,1,0.27,47.4,57.2,18,16,12,13.9,1.9,0.9,172,2024-06-04 22:00,,0.2,15,29,1,120.616917,24.162197,32
忠明,臺中市,49,,良好,1.3,0.31,51.9,53.2,22,15,8.2,9.2,0.9,0.5,129,2024-06-04 22:00,,0.3,12.6,24,1,120.641092,24.151958,31
大里,臺中市,59,細懸浮微粒,普通,1.1,0.29,49.4,50.3,25,22,7.7,8.4,0.7,1.2,128,2024-06-04 22:00,,0.3,18.7,28,1,120.67844444,24.09961111,30
沙鹿,臺中市,74,臭氧八小時,普通,,0.29,45.4,62.2,18,14,9.2,9.3,0.1,1.7,172,2024-06-04 22:00,,0.3,17.3,36,1,120.568794,24.225628,29
豐原,臺中市,53,細懸浮微粒,普通,1.2,0.32,43.2,49.4,23,18,8.4,8.9,0.5,1.6,186,2024-06-04 22:00,,0.3,16.2,27,1,120.74252414,24.25699731,28
三義,苗栗縣,51,細懸浮微粒,普通,0.9,0.29,33.2,42.3,27,22,5.6,6.7,1.1,0.5,215,2024-06-04 22:00,,0.2,15.7,27,1,120.75956754,24.38248443,27
苗栗,苗栗縣,29,,良好,1,0.26,28,20.6,18,8,8.2,9.2,1,2.7,196,2024-06-04 22:00,,0.3,8.9,16,1,120.82011468,24.56499183,26
頭份,苗栗縣,31,,良好,1.4,0.43,25.8,22.5,20,11,11.7,13,1.2,0.3,128,2024-06-04 22:00,,0.3,9.7,19,1,120.89869286,24.69690679,25
新竹,新竹市,38,,良好,1.2,0.43,21.4,22.2,16,8,17.4,18,0.6,0.3,50,2024-06-04 22:00,,0.4,11.8,21,1,120.97236752,24.8056356,24
